id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
335,Jurassic Park III,2001,2004,Na necessidade de fundos para pesquisa; o Dr. Alan Grant aceita uma grande soma de dinheiro para acompanhar Paul e Amanda Kirby em uma excursao aerea da infame Isla Sorna. Nao demorou muito para que todo o inferno se libertasse e os viajantes encalhados deviam lutar pela sobrevivencia como uma serie de novos - e ainda mais mortais - dinossauros tentam fazer lanches deles.
336,Rise of the Planet of the Apes,2011,2014,O cientista Will Rodman esta determinado a encontrar uma cura para a doenca de Alzheimer; a doenca que lentamente consumiu seu pai. Will se sente certo de que esta proximo de um grande avanco e testa seu ultimo soro sobre macacos; notando aumentos dramaticos de inteligencia e atividade cerebral nos individuos primatas - especialmente Caesar; seu chimpanze de estimacao.
337,The Spiderwick Chronicles,2008,2011,Ao se mudar para o arrasado Estate de Spiderwick com sua mae; os irmaos gemeos Jared e Simon Grace; junto com sua irma Mallory; encontram-se puxados para um mundo alternativo cheio de fadas e outras criaturas.
338,A Good Day to Die Hard,2013,2016,O policial iconoclasta John McClane se ve pela primeira vez em solo estrangeiro depois de viajar a Moscou para ajudar seu filho rebelde Jack - sem saber que Jack e realmente um agente da CIA altamente treinado para impedir um roubo de armas nucleares. Com o submundo russo em perseguicao; e lutando contra a contagem regressiva para a guerra; os dois McClanes descobrem que seus metodos opostos os tornam herois irrefreaveis.
339,The Alamo,2004,2007,Baseado no impasse de 1836 entre um grupo de homens texanos e tejanos; liderados por Davy Crockett e Jim Bowie; e as forcas do ditador mexicano Santa Anna no Alamo em San Antonio; Texas.
340,The Incredibles,2004,2007,Bob Parr desistiu de seus dias de super-herois para registrar-se no tempo como um regulador de seguro e criar seus tres filhos com sua ex-esposa heroica no suburbio. Mas quando ele recebe uma missao misteriosa; e hora de voltar ao traje.
341,Cutthroat Island,1995,1998,Morgan Adams e seu escravo; William Shaw; estao em busca de recuperar as tres partes de um mapa do tesouro. Infelizmente; a parte final e mantida por seu tio assassino; Dawg. Sua tripulacao e cetica em relacao as suas habilidades de lideranca; entao ela deve completar sua missao antes de se rebelarem contra ela. Isso se torna ainda mais dificil pelos esforcos da coroa britanica para acabar com seus ataques piratas.
342,Percy Jackson & the Olympians: The Lightning Thief,2010,2013,Adolescente propenso a acidentes; Percy descobre que ele e na verdade um semideus; o filho de Poseidon; e ele e necessario quando o raio de Zeus e roubado. Percy deve dominar suas novas habilidades; a fim de evitar uma guerra entre os deuses que poderia devastar o mundo inteiro.
343,Men in Black,1997,2000,Men in Black segue as facanhas dos agentes Kay e Jay; membros de uma organizacao ultrassecreta criada para monitorar e policiar atividades alienigenas na Terra. Os dois Homens de Preto se encontram no meio da trama mortal por um terrorista intergalactico que chegou a Terra para assassinar dois embaixadores de galaxias opostas. Para evitar que os mundos colidam; o MiB deve rastrear o terrorista e impedir a destruicao da Terra. E apenas mais um dia tipico para os homens de preto.
344,Toy Story 2,1999,2002,Andy vai para o Cowboy Camp; deixando seus brinquedos para seus proprios dispositivos. As coisas mudam rapidamente quando um obsessivo colecionador de brinquedos chamado Al McWhiggen; dono do Toy Barn de Al; sequestra Woody. Os brinquedos de Andy montam uma missao de resgate ousada; Buzz Lightyear encontra sua partida e Woody tem que decidir onde ele e seu coracao realmente pertencem.
345,Unstoppable,2010,2013,Um trem desgovernado; transportando substancias quimicas toxicas e letais; esta desmoronando em Stanton; na Pensilvania; e apenas dois homens podem para-lo: um engenheiro veterano e um jovem maestro. Milhares de vidas estao na balanca enquanto esses herois comuns tentam perseguir um milhao de toneladas de aco e impedir um desastre epico.
346,Rush Hour 2,2001,2004,E hora de ferias para Carter quando ele se encontra ao lado de Lee em Hong Kong; desejando mais emocao. Enquanto Carter quer festejar e conhecer as mulheres; Lee esta a procura de um lorde da gangue Triade que pode ser responsavel por matar dois homens na embaixada americana. As coisas ficam complicadas quando os dois se deparam com uma trama de falsificacao. Os meninos logo chegam ao pescoco em brigas de mao e situacoes de risco de vida. Uma viagem de volta aos EUA pode fornecer as respostas sobre o bombardeio; a falsificacao e a verdadeira fidelidade da sexy agente aduaneira Isabella.
347,What Lies Beneath,2000,2003,Quando Claire Spencer comeca a ouvir vozes fantasmagoricas e a ver imagens assustadoras; ela se pergunta se um espirito de outro mundo esta tentando contata-la. Todo o tempo; o marido tenta tranquiliza-la dizendo que tudo esta em sua cabeca. Mas; como Claire investiga; ela descobre que o homem que ela ama pode saber mais do que ele esta deixando transparecer.
348,Cloudy with a Chance of Meatballs,2009,2012,O inventor Flint Lockwood cria uma maquina que faz as nuvens choverem alimentos; permitindo que os cidadaos de Chewandswallow se alimentem. Mas quando a comida caindo atinge proporcoes gigantescas; Flint deve lutar para evitar o desastre. Ele pode recuperar o controle da maquina e acabar com o clima selvagem antes que a cidade seja destruida?
349,Ice Age: Dawn of the Dinosaurs,2009,2012,Os tempos estao mudando para Manny; o mamute temperamental; Sid; o preguicoso da boca do motor e Diego; o esperto tigre-de-dentes-de-sabre. A vida esquenta para nossos herois quando eles encontram alguns vizinhos novos e nada amigaveis ??- os poderosos dinossauros.
350,The Secret Life of Walter Mitty,2013,2016,Uma timida foto gerente de revista que vive a vida atraves de devaneios embarca em uma aventura da vida real; quando um negativo desaparece.
351,Charlie's Angels,2000,2003,Aspectos dessa serie de sucesso da decada de 1970 sao semelhantes ao programa original: Angels Dylan; Natalie e Alex ainda trabalham para Charlie e fazem interface com Bosley. Eles ainda balancam os cabelos; param o transito com um sorriso e um chute no traseiro. As diferencas sao o humor nada sutil; o treinamento em artes marciais e a premissa de alta tecnologia: desta vez; eles estao na trilha do software roubado.
352,The Departed,2006,2009,Para derrubar a mafia irlandesa de South Boston; a policia envia uma para infiltrar-se no submundo; sem perceber que o sindicato fez o mesmo. Enquanto um policial disfarcado agrada o chefao da mafia; um criminoso de carreira sobe nas fileiras da policia. Mas ambos os lados logo descobrem que ha uma toupeira entre eles.
353,Mulan,1998,2001,Uma garota desleixada se disfarca de jovem para poder lutar com o exercito imperial chines contra os invasores hunos. Com a ajuda do sabio e enlouquecido dragao Mushu; Mulan pode salvar seu pais - e conquistar o coracao do belo Capitao Li Shang.
354,Tropic Thunder,2008,2011,O livro de memorias do veterano do Vietna 'Four Leaf' Tayback; Tropic Thunder; esta sendo transformado em filme; mas o diretor Damien Cockburn nao pode controlar o elenco de prima donnas. Atrasado no cronograma e acima do orcamento; a Cockburn e ordenada por um executivo de estudio a fazer as filmagens de volta aos trilhos; ou arriscar seu cancelamento. A conselho de Tayback; Cockburn deixa os atores no meio da selva para filmar as cenas restantes; mas; sem o conhecimento dos atores e da producao; o grupo foi deixado no meio do Triangulo Dourado; lar de gangues produtoras de heroina.
355,The Girl with the Dragon Tattoo,2011,2014,Esta adaptacao em lingua inglesa do romance sueco de Stieg Larsson segue um jornalista desonrado; Mikael Blomkvist; enquanto investiga o desaparecimento de uma sobrinha de um patriarca cansado de 40 anos atras. Ele e auxiliado pela hacker furada; tatuada e punk chamada Lisbeth Salander. Enquanto trabalham juntos na investigacao; Blomkvist e Salander descobrem uma imensa corrupcao alem de qualquer coisa que tenham imaginado.
356,Die Hard: With a Vengeance,1995,1998,O detetive de Nova York John McClane esta de volta e chutando o cara mau no terceiro episodio desta serie repleta de acao; que o encontra em parceria com o civil Zeus Carver para evitar a perda de vidas inocentes. McClane pensou ter visto tudo; ate que um genio chamado Simon contrata McClane; seu novo parceiro - e sua amada cidade - em um jogo mortal que exige sua concentracao.
357,Sherlock Holmes,2009,2012,O excentrico detetive consultor Sherlock Holmes e o doutor John Watson lutam para derrubar um novo inimigo e desvendar uma trama mortal que poderia destruir a Inglaterra.
358,Ben-Hur,2016,2019,Um nobre falsamente acusado sobreviveu a anos de escravidao para se vingar de seu melhor amigo que o traiu.
359,Atlantis: The Lost Empire,2001,2004,A tripulacao de arqueologos e exploradores mais altamente qualificados do mundo e liderada pelo historiador Milo Thatch quando eles embarcam no incrivel Ulysses submarino de 300 metros de altura e se aprofundam nos misterios do mar.
360,Alvin and the Chipmunks: The Road Chip,2015,2018,Atraves de uma serie de mal-entendidos; Alvin; Simon e Theodore acreditam que Dave vai propor a sua nova namorada em Nova York - e despeja-los. Eles tem tres dias para chegar ate ele e parar a proposta.
361,Valkyrie,2008,2011,Ferido na Africa durante a Segunda Guerra Mundial; o coronel nazista Claus von Stauffenberg retorna a sua Alemanha natal e se junta a Resistencia em um ousado plano de criar um governo paralelo e assassinar Adolf Hitler. Quando os eventos se desenrolam para que ele se torne um jogador central; ele se ve encarregado de liderar o golpe e matar pessoalmente o Fuhrer.
362,You Don't Mess with the Zohan,2008,2011,Um soldado israelense de contraterrorismo com uma ambicao secretamente fabulosa de se tornar um cabeleireiro de Manhattan. O desejo de Zohan e tao profundo que ele fara qualquer coisa - incluindo fingir sua propria morte e ir frente a frente com um taxista arabe - para realizar seus sonhos.
363,Pixels,2015,2018,Especialistas em videogames sao recrutados pelos militares para combater os personagens dos videogames da decada de 1980 que atacaram Nova York.
364,A.I. Artificial Intelligence,2001,2004,Um menino robotico; o primeiro programado para amar; David e adotado como um caso de teste por um funcionario da Cybertronics e sua esposa. Embora ele gradualmente se torne seu filho; uma serie de circunstancias inesperadas tornam essa vida impossivel para Davi. Sem a aceitacao final por humanos ou maquinas; David embarca em uma jornada para descobrir onde ele realmente pertence; descobrindo um mundo no qual a linha entre robo e maquina e ao mesmo tempo vasta e profundamente magra.
365,The Haunted Mansion,2003,2006,O workaholic Jim Evers e sua esposa / parceira de negocios; Sara; recebem uma ligacao do dono de uma mansao; Edward Gracey quer vender sua casa. Uma vez que a familia Evers chega a mansao; um mordomo os leva para jantar com Gracey. Gracey da uma olhada em Sara e ele acha que ela e sua amante perdida.
366,Contact,1997,2000,Contact e um filme de ficcao cientifica sobre um encontro com a inteligencia alienigena. Baseado no romance de Carl Sagan; o filme estrelou Jodie Foster como a cientista escolhida; que deve tomar algumas decisoes dificeis entre suas crencas; a verdade e a realidade.
367,Hollow Man,2000,2003,Pesquisador arrogante; Sebastian Caine esta trabalhando em um projeto para tornar criaturas vivas invisiveis e ele esta tao confiante que encontrou a formula certa que ele testa em si mesmo e logo comeca a desaparecer. O unico problema e que ninguem pode determinar como torna-lo visivel novamente. A situacao de Caine acaba por enlouquece-lo; com resultados aterradores.
368,The Interpreter,2005,2008,Depois que Silvia Broome; interprete da sede das Nacoes Unidas; ouve planos de um assassinato; um agente do Servico Secreto Americano e enviado para investigar.
369,Percy Jackson: Sea of Monsters,2013,2016,Em sua busca para enfrentar o mal supremo; Percy e seus amigos lutam com enxames de criaturas miticas para encontrar o mitico Velocino de Ouro e impedir que um mal antigo se levante.
370,Lara Croft Tomb Raider: The Cradle of Life,2003,2006,Lara Croft se aventura em um templo subaquatico em busca da mitologica Caixa de Pandora; mas; depois de protege-la; e prontamente roubada pelo vilao lider de um sindicato do crime chines. Lara deve recuperar a caixa antes que o cerebro maligno do sindicato a use para construir uma arma de capacidades catastroficas.
